build_failed,gh_is_pr,git_prev_commit_resolution_status,gh_team_size,git_num_all_built_commits,gh_num_commit_comments,git_diff_src_churn,git_diff_test_churn,gh_diff_files_added,gh_diff_files_deleted,gh_diff_files_modified,gh_diff_tests_added,gh_diff_tests_deleted,gh_diff_src_files,gh_diff_doc_files,gh_diff_other_files,gh_num_commits_on_files_touched,gh_sloc,gh_test_lines_per_kloc,gh_test_cases_per_kloc,gh_asserts_cases_per_kloc,gh_by_core_team_member,year_of_start,month_of_start,day_of_start,hour_of_start,elapsed_days_last_build,same_committer,proj_fail_rate_history,proj_fail_rate_recent,comm_fail_rate_history,comm_fail_rate_recent,comm_avg_experience,totalNumberOfRevisions,no_config_edited,num_files_edited,num_distinct_authors,prev_build_result,day_week
0,0,1,50,4,0,393,0,11,1,4,0,0,11,0,1,402,16512,361.5552326,31.00775194,55.4748062,1,2013,11,29,12,0,0,0,0,0,0,0,32,2,18,1,0,6
0,0,2,50,1,0,10,0,0,0,1,0,0,1,0,0,15,16213,368.2230309,31.57959662,56.49787208,1,2013,11,30,16,-1,0,0,0,0,0,0,1,0,1,1,0,7
0,0,1,50,1,0,2,0,0,0,1,0,0,1,0,0,878,16213,368.2230309,31.57959662,56.49787208,1,2013,11,30,16,0,0,0,0,0,0,0,1,0,1,1,0,7
0,0,1,50,1,0,0,8,0,0,1,0,0,1,0,0,19,16213,368.4697465,31.57959662,56.49787208,1,2013,12,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1
0,0,1,50,1,0,0,0,0,1,0,0,0,1,0,0,2,16213,368.4697465,31.57959662,56.49787208,1,2013,12,1,14,0,0,0,0,0,0,0,1,0,1,1,0,1
0,0,1,50,1,0,2,0,0,0,1,0,0,1,0,0,2,16213,368.4697465,31.57959662,56.49787208,1,2013,12,1,15,0,0,0,0,0,0,2,1,0,1,1,0,1
0,0,1,50,1,0,0,0,0,0,1,0,0,0,0,1,5,16213,368.4697465,31.57959662,56.49787208,1,2013,12,2,6,1,1,0,0,0,0,3,1,1,1,1,0,2
0,0,1,50,11,0,131,4,0,0,12,0,0,11,0,1,729,16276,367.0434996,31.45736053,56.27918407,1,2013,12,2,7,0,1,0,0,0,0,4,50,3,22,1,0,2
0,1,1,50,1,0,237,135,3,0,4,0,0,7,0,0,135,16250,374.2153846,31.63076923,56.49230769,0,2013,12,2,10,0,0,0,0,0,0,0,7,0,7,1,0,2
0,0,1,50,2,0,2,10,0,0,2,0,0,2,0,0,19,16213,369.0248566,31.64127552,56.55955098,1,2013,12,3,0,1,0,0,0,0,0,0,2,0,2,1,0,3
0,1,1,50,1,0,160,234,8,0,10,0,0,17,0,1,469,16267,378.2504457,31.96655806,57.23243376,1,2013,12,3,15,2,1,0,0,0,0,1,18,1,18,1,0,3
0,0,1,50,1,1,2,0,0,0,1,0,0,1,0,0,177,16213,368.4697465,31.57959662,56.49787208,1,2013,12,3,16,1,1,0,0,0,0,4,1,0,1,1,0,3
0,0,2,50,1,0,160,234,8,0,10,0,0,17,0,1,474,16337,377.1806329,31.89080002,57.0484177,1,2013,12,3,19,-1,0,0,0,0,0,0,15,2,15,1,0,3
0,0,2,50,1,2,107,0,0,0,9,0,0,8,0,1,535,16276,367.0434996,31.45736053,56.27918407,1,2013,12,3,19,-1,0,0,0,0,0,0,1,0,1,1,0,3
0,0,2,50,1,0,12,10,0,0,2,0,0,2,0,0,22,16283,367.4384327,31.50525088,56.31640361,1,2013,12,3,19,-1,0,0,0,0,0,0,11,1,11,1,0,3
0,0,1,50,1,0,2,0,0,0,1,0,0,1,0,0,879,16276,367.0434996,31.45736053,56.27918407,1,2013,12,3,19,0,1,0,0,0,0,1,1,0,1,1,0,3
0,0,1,50,1,0,12,0,0,0,1,0,0,1,0,0,19,16220,368.865598,31.62762022,56.5351418,1,2013,12,3,19,0,0,0,0,0,0,4,1,0,1,1,0,3
0,0,1,50,1,0,1,0,0,0,1,0,0,1,0,0,880,16337,377.1806329,31.89080002,57.0484177,1,2013,12,3,19,0,1,0,0,0,0,1,1,0,1,1,0,3
0,0,1,50,1,7,2,0,0,0,1,0,0,1,0,0,51,16337,377.1806329,31.89080002,57.0484177,1,2013,12,3,20,0,1,0,0,0,0,2,1,0,1,1,0,3
0,0,1,50,1,0,2,0,0,0,1,0,0,1,0,0,14,16337,377.1806329,31.89080002,57.0484177,1,2013,12,3,20,0,1,0,0,0,0,3,1,0,1,1,0,3
0,0,1,50,1,0,3,0,0,0,1,0,0,1,0,0,881,16337,377.1806329,31.89080002,57.0484177,1,2013,12,3,20,0,1,0,0,0,0,4,1,0,1,1,0,3
0,0,1,50,1,0,3,0,0,0,1,0,0,1,0,0,27,16337,377.1806329,31.89080002,57.0484177,1,2013,12,3,22,0,1,0,0,0,0,5,1,0,1,1,0,3
0,0,1,50,1,0,6,0,0,0,1,0,0,1,0,0,1,16515,361.489555,31.00211929,55.46472903,1,2013,12,3,22,4,0,0,0,0,0,2,1,0,1,1,0,3
0,0,1,50,1,0,4,0,0,0,1,0,0,1,0,0,2,16513,361.5333374,31.00587416,55.47144674,1,2013,12,3,22,0,0,0,0,0,0,2,1,0,1,1,0,3
0,0,1,50,1,0,5,0,0,0,2,0,0,2,0,0,4,16516,361.4676677,31.00024219,55.46137079,1,2013,12,3,22,0,0,0,0,0,0,2,2,0,2,1,0,3
0,0,1,50,3,0,57,0,0,0,3,0,0,2,0,1,408,16490,362.0375985,31.04912068,55.54881747,1,2013,12,3,22,0,0,0,0,0,0,2,11,1,5,1,0,3
0,0,1,50,2,0,3,0,0,0,3,0,0,2,0,1,409,16491,362.0156449,31.04723789,55.54544903,1,2013,12,3,22,0,1,0,0,0,0,3,6,2,4,1,0,3
0,1,1,50,1,0,4,0,0,0,1,0,0,1,0,0,179,16214,368.4470211,31.57764895,56.49438757,1,2013,12,3,23,1,0,0,0,0,0,0,1,0,1,1,0,3
0,0,2,50,1,0,443,0,11,0,2,0,0,11,1,1,435,16616,370.847376,31.35532017,56.09051517,1,2013,12,4,1,-1,0,0,0,0,0,0,37,2,37,1,0,4
0,0,2,50,1,0,4,0,0,0,1,0,0,1,0,0,182,16617,370.8250587,31.35343323,56.08713968,1,2013,12,4,1,-1,0,0,0,0,0,0,44,1,44,1,0,4
0,0,1,50,2,6,115,0,1,0,2,0,0,2,1,0,18,16492,361.9936939,31.04535532,55.54208101,1,2013,12,4,1,1,0,0,0,0,0,3,3,0,3,1,0,4
0,0,1,50,1,0,2,0,0,0,1,0,0,1,0,0,882,16616,370.847376,31.35532017,56.09051517,1,2013,12,4,1,0,1,0,0,0,0,1,1,0,1,1,0,4
0,0,2,50,1,0,237,135,3,0,4,0,0,7,0,0,136,16654,376.4260838,31.40386694,56.08262279,1,2013,12,4,2,-1,0,0,0,0,0,0,45,1,45,1,0,4
0,0,1,50,3,0,62,230,2,0,11,0,0,13,0,0,265,16654,377.6870422,31.40386694,56.20271406,1,2013,12,4,2,0,1,0,0,0,0,1,19,1,15,1,0,4
0,0,1,50,1,1,8,0,0,0,1,0,0,1,0,0,183,16656,377.6416907,31.40009606,56.19596542,1,2013,12,4,2,0,1,0,0,0,0,2,1,0,1,1,0,4
0,0,1,50,1,0,1,0,0,0,1,0,0,1,0,0,58,16657,377.619019,31.39821096,56.1925917,1,2013,12,4,2,0,1,0,0,0,0,3,1,0,1,1,0,4
0,0,1,50,1,0,3,0,0,0,1,0,0,1,0,0,95,16658,377.5963501,31.39632609,56.18921839,1,2013,12,4,2,0,1,0,0,0,0,4,1,0,1,1,0,4
0,0,1,50,1,0,25,0,0,0,1,0,0,1,0,0,32,16659,377.5736839,31.39444144,56.18584549,1,2013,12,4,2,0,1,0,0,0,0,5,1,0,1,1,0,4
0,0,1,50,1,0,2,0,0,0,1,0,0,1,0,0,184,16661,377.5283596,31.39067283,56.17910089,1,2013,12,4,7,0,1,0,0,0,0,6,1,0,1,1,0,4
0,0,1,50,1,0,11,0,0,0,1,0,0,1,0,0,9,16664,377.4603937,31.3850216,56.16898704,1,2013,12,4,7,0,1,0,0,0,0,7,1,0,1,1,0,4
0,1,1,50,1,0,25,0,0,1,2,0,0,3,0,0,63,16650,377.7777778,31.41141141,56.21621622,0,2013,12,4,11,0,0,0,0,0,0,0,3,0,3,1,0,4
0,1,1,50,1,0,30,0,0,1,2,0,0,3,0,0,62,16647,377.8458581,31.41707215,56.22634709,0,2013,12,4,11,0,0,0,0,0,0,0,3,0,3,1,0,4
0,0,2,50,1,0,0,77,1,0,1,0,0,1,1,0,7,16650,381.8018018,31.71171171,56.81681682,1,2013,12,4,15,-1,0,0,0,0,0,0,5,0,5,2,0,4
0,0,1,50,2,6,37,103,1,0,2,0,0,2,0,0,6,16664,384.6615458,31.98511762,57.12914066,1,2013,12,4,19,0,0,0,0,0,0,1,5,0,3,1,0,4
0,0,1,50,2,0,41,10,0,0,4,0,0,3,0,1,681,16675,384.7676162,31.96401799,57.2113943,1,2013,12,4,19,0,1,0,0,0,0,2,10,1,6,1,0,4
0,0,1,50,1,3,11,0,0,0,2,0,0,2,0,0,910,16680,384.6522782,31.95443645,57.1942446,1,2013,12,4,19,0,1,0,0,0,0,3,2,0,2,1,0,4
0,1,1,50,2,0,16,0,0,0,6,0,0,6,0,0,321,16680,384.6522782,31.95443645,57.1942446,1,2013,12,4,21,0,0,0,0,0,0,0,6,0,6,1,0,4
0,0,1,50,2,0,48,0,0,0,1,0,0,1,0,0,7,16688,384.4678811,31.93911793,57.16682646,1,2013,12,5,0,1,0,0,0,0,0,0,4,0,2,1,0,5
0,1,1,50,1,0,2,0,0,0,1,0,0,1,0,0,7,16688,384.4678811,31.93911793,57.16682646,1,2013,12,5,3,0,0,0,0,0,0,0,1,0,1,1,0,5
0,1,1,50,2,0,33,0,0,0,1,0,0,1,0,0,9,16689,384.4448439,31.93720415,57.16340104,0,2013,12,5,15,0,0,0,0,0,0,0,4,0,2,1,0,5
0,0,2,50,1,0,2,0,0,0,1,0,0,1,0,0,6,16688,384.4678811,31.93911793,57.16682646,1,2013,12,5,18,-1,0,0,0,0,0,0,1,0,1,1,0,5
0,0,2,50,1,1,42,0,0,0,10,0,0,10,0,0,383,16688,384.4678811,31.93911793,57.16682646,1,2013,12,5,20,-1,0,0,0,0,0,0,35,0,35,1,0,5
0,1,1,50,1,0,2,0,0,0,1,0,0,1,0,0,32,16688,384.4678811,31.93911793,57.16682646,1,2013,12,5,20,0,0,0,0,0,0,0,1,0,1,1,0,5
0,0,2,50,1,0,183,7,3,0,6,0,0,8,0,1,166,16694,384.7490116,31.92763867,57.1462801,1,2013,12,5,22,-1,0,0,0,0,0,0,21,5,13,1,0,5
0,0,1,50,3,0,22,0,0,0,2,0,0,2,0,0,7,16694,384.7490116,31.92763867,57.1462801,1,2013,12,6,0,1,0,0,0,0,0,0,5,0,3,1,0,6
0,0,1,50,1,0,2,2,0,0,2,0,0,2,0,0,4,16694,384.7490116,31.92763867,57.1462801,1,2013,12,6,5,1,1,0,0,0,0,1,2,0,2,1,0,6
0,0,1,50,1,3,4,0,0,0,1,0,0,1,0,0,32,16694,384.7490116,31.92763867,57.1462801,1,2013,12,6,19,0,1,0,0,0,0,2,1,0,1,1,0,6
0,0,1,50,1,0,19,0,0,0,2,0,0,2,0,0,42,16694,384.7490116,31.92763867,57.1462801,1,2013,12,6,20,0,1,0,0,0,0,3,2,0,2,1,0,6
0,0,1,50,1,0,15,0,0,0,2,0,0,2,0,0,890,16700,384.6107784,31.91616766,57.1257485,1,2013,12,6,20,0,1,0,0,0,0,4,2,0,2,1,0,6
1,1,1,51,1,0,6,0,0,0,1,0,0,1,0,0,15,16702,384.5647228,31.91234583,57.11890792,1,2013,12,6,21,0,0,0,0,0,0,0,1,0,1,1,0,6
0,0,2,51,1,0,6,0,0,0,1,0,0,1,0,0,16,16703,384.5416991,31.91043525,57.11548824,1,2013,12,6,21,-1,0,0,0,0,0,0,1,0,1,1,0,6
0,0,1,51,1,0,1,0,0,0,1,0,0,1,0,0,61,16701,384.5877492,31.91425663,57.122328,1,2013,12,6,21,0,1,0,0,0,0,5,1,0,1,1,0,6
0,0,1,51,1,0,2,0,0,0,1,0,0,1,0,0,28,16703,384.5416991,31.91043525,57.11548824,1,2013,12,6,22,0,0,0,0,0,0,0,1,0,1,1,0,6
0,0,2,51,2,0,35,0,0,1,2,0,0,3,0,0,66,16689,384.8642819,31.93720415,57.16340104,1,2013,12,6,23,-1,0,0,0,0,0,0,69,4,69,1,0,6
1,0,2,51,1,0,17,0,0,0,1,0,0,1,0,0,11,16704,384.5186782,31.9085249,57.11206897,1,2013,12,6,23,-1,0,0,0,0,0,0,55,3,55,1,0,6
0,0,2,51,1,0,22,0,0,0,2,0,0,2,0,0,10,16703,384.5416991,31.91043525,57.11548824,1,2013,12,6,23,-1,0,0,0,0,0,0,10,0,10,1,0,6
0,0,1,51,1,0,33,0,1,0,0,0,0,1,0,0,0,16689,384.8642819,31.93720415,57.16340104,1,2013,12,6,23,0,1,0,0,0,0,1,1,1,1,1,0,6
1,0,1,51,1,0,43,37,0,0,9,0,0,9,0,0,28,16690,384.9011384,31.93529059,57.15997603,1,2013,12,7,0,1,1,0,0,0,0,2,9,0,9,1,0,7
0,0,1,51,1,0,9,0,0,0,1,0,0,1,0,0,8,16693,384.8319655,31.92955131,57.14970347,1,2013,12,7,0,0,1,0.33333334,0.33333334,0.33333334,0.33333334,3,1,0,1,1,1,7
0,0,1,51,1,0,2,0,0,0,2,0,0,1,1,0,17,16693,384.8319655,31.92955131,57.14970347,1,2013,12,7,1,0,1,0.25,0.25,0.25,0.25,4,2,0,2,1,0,7
0,1,1,51,1,8,16,0,0,0,2,0,0,1,0,1,435,16691,384.878078,31.93337727,57.15655143,1,2013,12,7,20,0,0,0.2,0.2,0,0,0,2,1,2,1,0,7
0,1,1,51,1,2,1,0,0,0,1,0,0,1,0,0,12,16694,384.8089134,31.92763867,57.1462801,1,2013,12,7,20,0,0,0.2,0.2,0,0,0,1,0,1,1,0,7
0,0,2,51,1,0,2,0,0,0,1,0,0,1,0,0,14,16695,384.785864,31.92572627,57.14285714,1,2013,12,8,0,-1,0,0,0,0,0,0,1,0,1,1,0,1
0,0,2,51,1,0,16,0,0,0,2,0,0,1,0,1,436,16693,384.8319655,31.92955131,57.14970347,1,2013,12,8,4,-1,0,0,0,0,0,0,1,0,1,1,0,1
0,0,1,51,1,0,6,0,0,0,2,0,0,1,0,1,437,16695,384.785864,31.92572627,57.14285714,1,2013,12,8,5,0,1,0,0,0,0,1,2,1,2,1,0,1
0,0,1,51,1,1,151,9,0,0,4,0,0,3,0,1,450,16709,384.8225507,31.95882459,57.15482674,1,2013,12,8,19,0,1,0,0,0,0,2,4,1,4,1,0,1
0,1,1,51,1,0,0,0,0,0,1,0,0,0,1,0,4,16709,384.8225507,31.95882459,57.15482674,0,2013,12,9,3,1,0,0,0,0,0,0,1,0,1,1,0,2
0,0,1,51,1,0,6,0,0,0,2,0,0,2,0,0,904,16709,384.8225507,31.95882459,57.15482674,1,2013,12,9,6,0,0,0,0,0,0,0,2,0,2,1,0,2
0,1,1,51,1,0,28,0,0,0,2,0,0,2,0,0,57,16731,384.3165382,31.91680115,57.07967246,1,2013,12,9,7,0,0,0,0,0,0,0,2,0,2,1,0,2
0,1,1,51,1,0,9,0,0,0,1,0,0,1,0,0,14,16731,384.3165382,31.91680115,57.07967246,1,2013,12,9,7,0,1,0,0,0,0,1,1,0,1,1,0,2
0,0,1,51,3,0,142,0,11,0,5,0,0,3,6,7,8,16771,383.3999165,31.84067736,56.94353348,1,2013,12,9,8,0,1,0,0,0,0,1,16,1,16,1,0,2
0,0,1,51,1,0,0,0,0,0,1,0,0,0,1,0,1,16771,383.3999165,31.84067736,56.94353348,1,2013,12,9,8,0,1,0,0,0,0,2,1,0,1,1,0,2
0,0,1,51,2,0,0,0,1,0,2,0,0,0,2,0,5,16771,383.3999165,31.84067736,56.94353348,1,2013,12,9,9,0,1,0,0,0,0,3,3,0,3,1,0,2
0,0,1,51,1,0,0,0,0,0,1,0,0,0,0,0,1,16771,383.3999165,31.84067736,56.94353348,1,2013,12,9,9,0,1,0,0,0,0,4,1,0,1,1,0,2
0,0,1,51,1,0,4,0,0,0,2,0,0,2,0,0,903,16709,384.8225507,31.95882459,57.15482674,1,2013,12,9,18,0,0,0,0,0,0,0,2,0,2,1,0,2
0,0,1,51,3,0,10,0,0,0,2,0,0,1,1,0,4,16778,383.2399571,31.82739301,56.9197759,1,2013,12,9,19,0,1,0,0,0,0,5,10,0,4,1,0,2
0,0,1,51,2,0,0,0,0,0,2,0,0,0,1,0,7,16778,383.2399571,31.82739301,56.9197759,1,2013,12,9,19,0,1,0,0,0,0,6,2,0,2,1,0,2
0,1,1,51,1,0,32,0,0,0,4,0,0,3,0,1,433,16798,382.7836647,31.78949875,56.85200619,0,2013,12,9,23,0,0,0,0,0,0,0,4,1,4,1,0,2
0,1,1,51,1,0,2,0,0,0,1,0,0,1,0,0,9,16797,382.8064535,31.79139132,56.85539084,0,2013,12,9,23,0,1,0,0,0,0,1,1,0,1,1,0,2
0,1,1,51,1,0,0,0,0,0,1,0,0,0,1,0,2,16778,383.2399571,31.82739301,56.9197759,0,2013,12,9,23,0,0,0,0,0,0,0,1,0,1,1,0,2
0,1,1,51,1,0,2,0,0,0,1,0,0,1,0,0,5,16778,383.2399571,31.82739301,56.9197759,1,2013,12,10,0,1,0,0,0,0,0,0,1,0,1,1,0,3
0,0,2,51,1,0,4,88,0,0,4,0,0,4,0,0,17,16778,385.802837,31.94659673,57.03897962,1,2013,12,10,3,-1,0,0,0,0,0,0,5,0,5,1,0,3
0,0,1,51,1,0,2,0,0,0,1,0,0,1,0,0,887,16778,385.802837,31.94659673,57.03897962,1,2013,12,10,3,0,1,0,0,0,0,1,1,0,1,1,0,3
0,0,1,51,2,2,6,0,0,0,4,0,0,3,1,0,56,16778,385.802837,31.94659673,57.03897962,0,2013,12,10,14,0,0,0,0,0,0,0,4,0,4,2,0,3
0,0,2,51,1,0,2,0,0,0,1,0,0,1,0,0,6,16778,385.802837,31.94659673,57.03897962,1,2013,12,10,16,-1,0,0,0,0,0,0,9,0,9,1,0,3
0,0,1,51,1,1,3,0,0,0,1,0,0,1,0,0,888,16778,385.802837,31.94659673,57.03897962,1,2013,12,10,16,0,0,0,0,0,0,0,1,0,1,1,0,3
0,0,1,51,1,0,2,0,0,0,1,0,0,1,0,0,889,16778,385.802837,31.94659673,57.03897962,1,2013,12,10,16,0,1,0,0,0,0,1,1,0,1,1,0,3
0,0,1,51,1,0,10,0,0,0,2,0,0,2,0,0,896,16779,385.7798439,31.94469277,57.03558019,1,2013,12,10,17,0,1,0,0,0,0,2,2,0,2,1,0,3
0,1,1,51,1,0,14,0,0,0,1,0,0,1,0,0,2,16779,385.7798439,31.94469277,57.03558019,0,2013,12,10,18,0,0,0,0,0,0,0,1,0,1,1,0,3
0,1,1,51,1,0,10,0,0,0,1,0,0,1,0,0,11,16778,385.802837,31.94659673,57.03897962,1,2013,12,10,20,0,0,0,0,0,0,0,1,0,1,1,0,3
0,1,1,51,1,0,2,0,0,0,1,0,0,1,0,0,3,16779,385.7798439,31.94469277,57.03558019,0,2013,12,10,20,0,0,0,0,0,0,0,1,0,1,1,0,3
0,0,2,51,1,0,14,0,0,0,1,0,0,1,0,0,3,16778,385.802837,31.94659673,57.03897962,1,2013,12,11,2,-1,0,0,0,0,0,0,2,0,2,1,0,4
0,0,2,51,1,0,10,0,0,0,1,0,0,1,0,0,12,16778,385.802837,31.94659673,57.03897962,1,2013,12,11,2,-1,0,0,0,0,0,0,1,0,1,1,0,4
0,1,1,51,1,0,2,0,0,0,1,0,0,1,0,0,4,16778,385.802837,31.94659673,57.03897962,0,2013,12,11,6,0,0,0,0,0,0,0,1,0,1,1,0,4
0,1,1,51,1,0,2,0,0,0,1,0,0,1,0,0,4,16778,385.802837,31.94659673,57.03897962,0,2013,12,11,12,0,0,0,0,0,0,0,1,0,1,1,0,4
0,1,1,51,1,0,7,0,0,0,1,0,0,1,0,0,8,16781,385.7338657,31.94088553,57.02878255,1,2013,12,12,14,1,0,0,0,0,0,0,1,0,1,1,0,5
0,1,1,51,1,0,13,0,0,0,1,0,0,3,0,0,5,16778,385.802837,31.94659673,57.03897962,1,2013,12,12,20,1,0,0,0,0,0,0,3,0,3,1,0,5
0,0,1,51,1,0,6,0,0,0,3,0,0,3,0,0,6,16778,385.802837,31.94659673,57.03897962,1,2013,12,12,23,1,0,0,0,0,0,0,3,0,3,1,0,5
0,0,1,51,1,0,3,0,0,0,2,0,0,2,0,0,893,16778,385.802837,31.94659673,57.03897962,1,2013,12,13,0,1,1,0,0,0,0,1,2,0,2,1,0,6
0,0,2,51,1,0,13,0,0,0,1,0,0,3,0,0,6,16778,385.802837,31.94659673,57.03897962,1,2013,12,13,1,-1,0,0,0,0,0,0,5,0,5,1,0,6
0,0,1,51,1,0,5,0,0,0,1,0,0,1,0,0,892,16778,385.802837,31.94659673,57.03897962,1,2013,12,13,1,0,1,0,0,0,0,1,1,0,1,1,0,6
0,0,1,51,1,0,3,0,0,0,2,0,0,2,0,0,906,16778,385.802837,31.94659673,57.03897962,1,2013,12,13,3,0,0,0,0,0,0,0,2,0,2,1,0,6
0,1,1,51,1,0,81,0,4,0,1,0,0,5,0,0,2,16854,384.0631304,31.80253946,56.78177287,1,2013,12,13,17,0,0,0,0,0,0,0,5,0,5,1,0,6
0,0,1,51,4,2,40,0,0,1,4,0,0,5,0,1,1198,16842,384.3367771,31.82519891,56.82223014,1,2013,12,14,1,0,0,0,0,0,0,0,9,1,7,1,0,7
0,0,1,51,2,0,5,0,0,0,2,0,0,1,1,0,902,16842,384.3367771,31.82519891,56.82223014,1,2013,12,14,4,0,0,0,0,0,0,0,5,0,3,1,0,7
0,0,1,51,1,0,10,0,0,0,2,0,0,2,0,0,901,16846,384.2455182,31.81764217,56.80873798,1,2013,12,14,5,0,1,0,0,0,0,1,2,0,2,1,0,7
0,0,1,51,1,0,25,0,0,0,3,0,0,3,0,0,910,16851,384.1315055,31.80820129,56.79188179,1,2013,12,14,5,0,1,0,0,0,0,2,3,0,3,1,0,7
0,0,1,51,2,0,21,12,2,0,1,0,0,3,0,0,7,16860,384.460261,31.85053381,56.8801898,1,2013,12,14,5,0,1,0,0,0,0,3,3,0,3,1,0,7
0,0,1,51,1,0,52,94,2,0,7,0,0,8,0,1,1269,16885,385.0755108,31.9218241,56.79597276,1,2013,12,14,6,0,1,0,0,0,0,4,9,1,9,1,0,7
0,0,1,51,1,0,15,0,0,0,4,0,0,3,0,1,1230,16896,384.8248106,31.90104167,56.75899621,1,2013,12,14,6,0,1,0,0,0,0,5,4,1,4,1,0,7
0,0,1,51,1,0,2,0,0,0,1,0,0,1,0,0,12,16896,384.8248106,31.90104167,56.75899621,1,2013,12,14,6,0,1,0,0,0,0,6,1,0,1,1,0,7
0,1,1,51,1,0,0,0,0,0,1,0,0,0,0,1,422,16896,384.8248106,31.90104167,56.75899621,1,2013,12,14,7,0,0,0,0,0,0,0,1,1,1,1,0,7
0,0,2,52,1,0,37,0,0,0,3,0,0,3,0,0,64,16918,384.3243882,31.85955787,56.68518737,1,2013,12,14,15,-1,0,0,0,0,0,0,61,2,61,1,0,7
0,0,1,52,1,0,2,0,0,0,1,0,0,1,0,0,901,16918,384.3243882,31.85955787,56.68518737,1,2013,12,14,15,0,1,0,0,0,0,1,1,0,1,1,0,7
0,1,1,52,1,0,38,0,0,0,1,0,0,1,0,0,16,16918,384.3243882,31.85955787,56.68518737,1,2013,12,14,15,0,1,0,0,0,0,2,1,0,1,1,0,7
0,1,1,52,1,0,2,0,0,0,1,0,0,1,0,0,33,16918,384.3243882,31.85955787,56.68518737,0,2013,12,15,16,1,0,0,0,0,0,0,1,0,1,1,0,1
0,0,1,52,1,0,13,0,0,0,4,0,0,3,0,1,1225,16925,384.1654357,31.84638109,56.66174298,1,2013,12,15,19,0,0,0,0,0,0,0,4,1,4,1,0,1
0,1,1,52,2,0,93,312,2,0,1,0,0,3,0,0,6,16983,396.9852205,32.79750339,57.64588118,1,2013,12,16,8,1,0,0,0,0,0,0,3,0,3,1,0,2
0,0,2,52,1,0,8,0,0,0,2,0,0,2,0,0,56,16986,396.9151066,32.79171082,57.63569999,1,2013,12,16,21,-1,0,0,0,0,0,0,5,0,5,2,0,2
0,0,1,52,1,0,1,0,0,0,1,0,0,1,0,0,903,16986,396.9151066,32.79171082,57.63569999,1,2013,12,16,21,0,0,0,0,0,0,1,1,0,1,1,0,2
0,1,1,52,1,0,0,7,0,0,1,0,0,1,0,0,8,16781,386.0318217,31.94088553,57.08837376,1,2013,12,16,23,4,1,0,0,0,0,1,1,0,1,1,0,2
0,1,1,52,1,0,6,0,0,0,2,0,0,2,0,0,53,16986,396.9151066,32.79171082,57.63569999,0,2013,12,17,6,1,0,0,0,0,0,0,2,0,2,1,0,3
0,1,1,52,1,0,3,0,0,0,1,0,0,1,0,0,41,16917,384.3471065,31.86144115,56.68853816,1,2013,12,17,19,3,0,0,0,0,0,0,1,0,1,1,0,3
0,0,1,52,1,0,2,0,0,0,1,0,0,1,0,0,904,16986,396.9151066,32.79171082,57.63569999,1,2013,12,18,0,0,0,0,0,0,0,0,1,0,1,1,0,4
0,0,1,52,1,0,3,0,0,0,1,0,0,1,0,0,185,16989,396.8450174,32.7859203,57.6255224,1,2013,12,18,3,0,0,0,0,0,0,0,1,0,1,1,0,4
0,0,2,52,1,0,3,0,0,0,1,0,0,1,0,0,42,16988,396.8683777,32.78785025,57.62891453,1,2013,12,18,16,-1,0,0,0,0,0,0,13,1,13,1,0,4
0,0,1,52,1,0,2,0,0,0,1,0,0,1,0,0,905,16988,396.8683777,32.78785025,57.62891453,1,2013,12,18,16,0,1,0,0,0,0,1,1,0,1,1,0,4
0,0,1,52,1,0,2,0,0,0,1,0,0,1,0,0,8,16988,396.8683777,32.78785025,57.62891453,1,2013,12,18,16,0,1,0,0,0,0,2,1,0,1,1,0,4
0,0,1,52,1,0,4,0,0,0,2,0,0,2,0,0,924,16988,396.8683777,32.78785025,57.62891453,1,2013,12,18,18,0,1,0,0,0,0,3,2,0,2,1,0,4
0,0,1,52,3,0,10,0,1,0,3,0,0,3,0,0,929,16991,396.798305,32.78206109,57.61873933,1,2013,12,18,18,0,1,0,0,0,0,4,4,0,4,1,0,4
0,0,1,52,3,0,8,0,1,0,2,0,0,1,0,0,908,16991,396.798305,32.78206109,57.61873933,1,2013,12,19,7,1,0,0,0,0,0,2.5,5,0,3,2,0,5
0,1,1,52,1,0,2,0,0,0,1,0,0,1,0,0,2,16991,396.798305,32.78206109,57.61873933,0,2013,12,19,12,0,0,0,0,0,0,0,1,0,1,1,0,5
0,0,1,52,1,0,4,25,0,0,3,0,0,3,0,0,1002,16991,397.9165441,32.78206109,57.97186746,1,2013,12,19,16,0,0,0,0,0,0,0,3,0,3,1,0,5
0,1,1,52,1,0,0,0,0,0,1,0,0,0,0,1,425,16991,397.9165441,32.78206109,57.97186746,0,2013,12,20,5,1,0,0,0,0,0,0,1,1,1,1,0,6
0,1,1,52,1,0,12,13,0,0,4,0,0,3,0,1,450,16999,398.3763751,32.82546032,58.00341197,1,2013,12,20,10,1,0,0,0,0,0,0,4,1,4,1,0,6
0,1,1,52,1,0,18,39,0,0,4,0,0,4,0,0,205,17003,398.9296007,32.9941775,58.16620596,1,2013,12,20,20,1,0,0,0,0,0,0,4,0,4,1,0,6
0,1,1,52,1,0,4,0,0,0,1,0,0,1,0,0,5,16991,397.9165441,32.78206109,57.97186746,0,2013,12,20,21,1,0,0,0,0,0,0,1,0,1,1,0,6
